disease,risk_factor,region,sex,age,value
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.5851447796369706
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.3068729690803256
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.3621894621215866
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.4213888898007054
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.4939944935419942
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.5279611419043142
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.4924269941404806
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.3915332698050125
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.2413408007620907
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.2413408007620907
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.2087271264539399
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.2410438727097928
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.2729247249433526
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.3089521252791498
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.3164070607568554
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.283038683865412
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.2153358705639499
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.125905262995371
Lower Respiratory Infections,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.125905262995371
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.3172983305164259
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.416517265809917
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.5492558032463337
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.7749066544659198
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,2.0069525190486646
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,2.0777721147017565
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.8981323261922984
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.4873956969623876
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.4873956969623876
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.2039786753011863
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.3244080769220088
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.5137876107914003
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.914300422083623
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,2.4876882204877697
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,2.8724996980930904
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,2.6983599835423377
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.9359456304748845
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.9359456304748845
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.3596386337113642
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.6659102584426813
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,2.2195584752645714
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,3.5985011719087243
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,6.068500815179765
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,7.923584933199898
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,6.702936715075063
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,3.080199498440719
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,3.080199498440719
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.5142890029588048
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.7311119458919229
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,2.064185808383773
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,2.832378394039201
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,3.862049315875027
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,4.261943447388916
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,3.4182083072212386
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.9327008665548826
Tuberculosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.9327008665548826
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.7681462209453667
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.7681462209453667
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.7681462209453667
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.7773724546971703
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.7838991436598106
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.7838991436598106
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.7760039286979175
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.759846697154292
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.759846697154292
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,2.2236976539110063
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,2.2236976539110063
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,2.2236976539110063
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,2.2607647635490125
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,2.2882192520251077
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,2.2882192520251077
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,2.2476724291889685
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,2.161528090013554
Hypertension,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,2.161528090013554
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,3.214803529032383
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,3.896670761944681
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,4.792268897224176
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,6.280476152923484
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,7.712958761029441
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,8.192060105891535
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,7.570101025250238
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,6.159413914856657
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,6.159413914856657
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,3.4615379278048506
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,4.329316875297368
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,5.561197557972246
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,7.85611514590367
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,10.57947918892472
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,12.062041244562629
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,11.443435408674926
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,8.968586527064401
Liver Cirrhosis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,8.968586527064401
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.1288794512669347
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.188443035138685
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.2734136669557694
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.4354580162226054
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.643033582022229
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.7928600985464687
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.8014663462510265
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.6168519794586245
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.6168519794586245
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.0079314636245935
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.0432625057540208
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.1003926452256434
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.2184473771830806
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.3857083452652668
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.5209339584294597
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.5467133049329747
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.4104364023963802
Conduction Disorders,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.4104364023963802
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.9130718239719937
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,2.03611764362595
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,2.127890650634314
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,2.166694208998837
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,2.03039334535294
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.8027697747778098
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.5911862664093608
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.4631361460542909
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.4631361460542909
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.3307147352895068
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.3691107158806215
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.3976357091227638
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.416314026890248
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.3800970771171686
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.306726816231662
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.2291767743650894
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.1754947508038769
Pancreatitis,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.1754947508038769
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.72802222318392
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.72802222318392
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.72802222318392
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.72674683377192
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.72513832161957
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.72513832161957
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.71469305489839
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.70024069031275
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.70024069031275
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.78462783770414
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.78462783770414
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.78462783770414
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.78445879298723
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.78424477946504
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.78424477946504
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.77219884697295
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.75589556472764
Injuries and Violence,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.75589556472764
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,15 to 19,1.00000000232534
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,20 to 24,1.00000000232534
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,25 to 29,1.00000000232534
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,30 to 39,1.00000002367323
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,40 to 49,1.00000004233566
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,50 to 59,1.00000004233566
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,60 to 69,1.00000002261667
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,70 to 79,0.999999998255743
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Male,80 to 100,0.999999998255743
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,15 to 19,1.20630690574035
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,20 to 24,1.20630690574035
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,25 to 29,1.20630690574035
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,30 to 39,1.19892107007751
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,40 to 49,1.19250006562757
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,50 to 59,1.19250006562757
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,60 to 69,1.1667900373634
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,70 to 79,1.13676304865019
Ischemic Heart Disease,Hazardous and harmful alcohol use,High-income Asia Pacific,Female,80 to 100,1.13676304865019
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Male,30 to 39,1.66
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Male,40 to 49,1.66
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Male,50 to 59,1.66
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Male,60 to 69,1.66
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Male,70 to 79,1.51
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Male,80 to 100,1.51
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Female,30 to 39,1.66
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Female,40 to 49,1.66
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Female,50 to 59,1.66
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Female,60 to 69,1.66
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Female,70 to 79,1.51
Ischemic Heart Disease,Physical Inactivity,High-income Asia Pacific,Female,80 to 100,1.51
Ischemic Heart Disease,Tobacco,High-income Asia Pacific,Male,30 to 39,5.51
Ischemic Heart Disease,Tobacco,High-income Asia Pacific,Male,40 to 49,5.51
Ischemic Heart Disease,Tobacco,High-income Asia Pacific,Male,50 to 59,3.04
Ischemic Heart Disease,Tobacco,High-income Asia Pacific,Male,60 to 69,1.88
Ischemic Heart Disease,Tobacco,High-income Asia Pacific,Male,70 to 79,1.44
